snpId,GeneID,GeneSymbol,Disease,Rank,Reps,HighHits,Rules,RankOrder,chromosome,position,variant_consequence_type,Severity,Shape,BPfull,SeverityPlot,Label
rs2333227,4353,MPO,Alzheimer's Disease,5531.5,9,39.3333333333333,1538.11111111111,614.611111111111,17,58281401,upstream gene variant,Modifier,19,2449108123,2,""
rs2373115,9846,GAB2,Alzheimer's Disease,6937,10,58.7,583.8,693.7,11,78380104,intron variant,Modifier,19,1824160370,2,""
rs2376866,,"",Alzheimer's Disease,2374,10,72,1416.5,237.4,19,44997454,upstream gene variant,Modifier,19,2585814482,2,""
rs241039,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45637307,non coding transcript exon variant,Modifier,19,2436464029,2,""
rs241041,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45636559,non coding transcript exon variant,Modifier,19,2436463281,2,""
rs241427,6891,TAP2,Multiple Sclerosis,4040,8,14.25,589.5,505,6,32836637,intron variant,Modifier,19,1054901902,2,""
rs241448,6891,TAP2,Alzheimer's Disease,5696.5,8,17.5,648.5,712.0625,6,32828908,stop lost,High,19,1054894173,4,""
rs2420616,2869,GRK5,Parkinson Disease,7139,10,69,414.4,713.9,10,119316984,intron variant,Modifier,19,1739051103,2,""
rs2421095,6697,SPR,Parkinson Disease,7281,10,51.4,732.6,728.1,2,72886395,upstream gene variant,Modifier,19,320305415,2,""
rs2424913,1789,DNMT3B,Parkinson Disease,3306,10,80.3,1178.7,330.6,20,32786453,intron variant,Modifier,19,2624828702,2,""
rs2424932,1789,DNMT3B,Parkinson Disease,3306,10,80.3,1178.7,330.6,20,32808730,3 prime UTR variant,Modifier,19,2624850979,2,""
rs242557,4137,MAPT,Alzheimer's Disease,5642,9,50.6666666666667,953.333333333333,626.888888888889,17,45942346,intron variant,Modifier,8,2436769068,2,""
rs242557,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45942346,intron variant,Modifier,8,2436769068,2,""
rs242562,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45949373,intron variant,Modifier,19,2436776095,2,""
rs242941,1394,CRHR1,Alzheimer's Disease,7520,10,39.3,771.6,752,17,45815154,intron variant,Modifier,19,2436641876,2,""
rs242941,104909134,LINC02210-CRHR1,Alzheimer's Disease,13988,8,10.125,107.75,1748.5,17,45815154,intron variant,Modifier,19,2436641876,2,""
rs243324,116028,RMI2,Multiple Sclerosis,1118,9,55,947.666666666667,124.222222222222,16,11261113,intron variant,Modifier,19,2312167991,2,""
rs2435200,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45994485,intron variant,Modifier,19,2436821207,2,""
rs2435207,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45981562,intron variant,Modifier,19,2436808284,2,""
rs2445130,3339,HSPG2,Alzheimer's Disease,6807,10,45.8,873.1,680.7,1,21911229,intron variant,Modifier,19,21911229,2,""
rs2448347,983,CDK1,Alzheimer's Disease,5752,9,45.6666666666667,1176.33333333333,639.111111111111,10,60785384,intron variant,Modifier,19,1680519503,2,""
rs2451078,93492,TPTE2,Parkinson Disease,10991,8,2.75,193.75,1373.875,13,19524149,intron variant,Modifier,19,2013218930,2,""
rs2456772,983,CDK1,Alzheimer's Disease,5752,9,45.6666666666667,1176.33333333333,639.111111111111,10,60788340,intron variant,Modifier,19,1680522459,2,""
rs2456930,83660,TLN2,Alzheimer's Disease,13367,10,32.5,223,1336.7,15,62395140,intron variant,Modifier,19,2273973244,2,""
rs2471738,4137,MAPT,Alzheimer's Disease,5642,9,50.6666666666667,953.333333333333,626.888888888889,17,45998697,intron variant,Modifier,8,2436825419,2,""
rs2471738,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45998697,intron variant,Modifier,8,2436825419,2,""
rs2476601,26191,PTPN22,Multiple Sclerosis,3349,7,19.4285714285714,183.857142857143,478.428571428572,1,113834946,missense variant,Moderate,19,113834946,3,""
rs2494732,207,AKT1,Parkinson Disease,660,10,140.9,4333.1,66,14,104772855,intron variant,Modifier,19,2211554928,2,""
rs2498786,207,AKT1,Alzheimer's Disease,2026,9,70.3333333333333,4778.66666666667,225.111111111111,14,104796031,upstream gene variant,Modifier,19,2211578104,2,""
rs2498799,207,AKT1,Parkinson Disease,1168,10,140.9,4333.1,116.8,14,104773557,synonymous variant,Low,19,2211555630,1,""
rs2501432,1269,CNR2,Multiple Sclerosis,1902.5,10,39.4,352.7,190.25,1,23875430,missense variant,Moderate,19,23875430,3,""
rs2523393,3134,HLA-F,Multiple Sclerosis,2708,6,13.5,869.666666666667,451.333333333333,6,29737882,non coding transcript exon variant,Modifier,19,1051803147,2,""
rs2524089,3106,HLA-B,Multiple Sclerosis,2708,6,13.5,869.666666666667,451.333333333333,6,31298745,intron variant,Modifier,19,1053364010,2,""
rs2524095,3106,HLA-B,Multiple Sclerosis,2708,6,13.5,869.666666666667,451.333333333333,6,31298340,intron variant,Modifier,19,1053363605,2,""
rs2542109,11274,USP18,Multiple Sclerosis,4435,10,25.8,209.2,443.5,22,18167094,intron variant,Modifier,19,2719489853,2,""
rs25487,7515,XRCC1,Alzheimer's Disease,1897.5,10,58.7,952,189.75,19,43551574,missense variant,Moderate,19,2584368602,3,""
rs25489,7515,XRCC1,Alzheimer's Disease,1897.5,10,58.7,952,189.75,19,43552260,missense variant,Moderate,19,2584369288,3,""
rs2572323,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89713401,intron variant,Modifier,19,765978508,2,""
rs2583988,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89839677,non coding transcript exon variant,Modifier,19,766104784,2,""
rs261291,8854,ALDH1A2,Alzheimer's Disease,11337,8,17.5,648.5,1417.125,15,58387979,intron variant,Modifier,19,2269966083,2,""
rs2618516,10418,SPON1,Alzheimer's Disease,11184,8,16.25,524.375,1398,11,14000092,intron variant,Modifier,19,1759780358,2,""
rs2619363,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89837896,intron variant,Modifier,19,766103003,2,""
rs2619364,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89838736,non coding transcript exon variant,Modifier,19,766103843,2,""
rs2666781,64215,DNAJC1,Parkinson Disease,9265,10,33.1,414.2,926.5,10,21916747,intron variant,Modifier,19,1641650866,2,""
rs267606929,10133,OPTN,Parkinson Disease,5057,10,51.4,732.6,505.7,10,13132098,missense variant,Moderate,19,1632866217,3,""
rs2678379,338,APOB,Alzheimer's Disease,3890,10,72,1048.3,389,2,21003688,intron variant,Modifier,19,268422708,2,""
rs2724385,4179,CD46,Multiple Sclerosis,2061.5,10,35.4,748.9,206.15,1,207758183,intron variant,Modifier,19,207758183,2,""
rs2726518,54790,TET2,Multiple Sclerosis,4025.5,7,19.4285714285714,183.857142857143,575.071428571429,4,105252042,intron variant,Modifier,19,781517149,2,""
rs2736990,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89757390,intron variant,Modifier,19,766022497,2,""
rs2737029,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89790619,intron variant,Modifier,19,766055726,2,""
rs2762932,1591,CYP24A1,Multiple Sclerosis,62,6,200.166666666667,6099,10.3333333333333,20,54151852,downstream gene variant,Modifier,19,2646194101,2,""
rs2777899,81671,VMP1,Multiple Sclerosis,3414.5,7,19,380.285714285714,487.785714285714,17,59755030,intron variant,Modifier,19,2450581752,2,""
rs283413,126,ADH1C,Parkinson Disease,4165,10,21.9,681.3,416.5,4,99347033,stop gained,High,19,775612140,4,""
rs2836425,2078,ERG,Multiple Sclerosis,1886,6,22.5,1136.5,314.333333333333,21,38466902,intron variant,Modifier,19,2694251781,2,""
rs28903073,120892,LRRK2,Parkinson Disease,2534,10,110.9,1240.4,253.4,12,40259708,intron variant,Modifier,19,1909100699,2,""
rs28933979,7276,TTR,Alzheimer's Disease,1733,8,55.25,1704,216.625,18,31592974,missense variant,Moderate,19,2497124458,3,""
rs28938172,11315,PARK7,Parkinson Disease,283,10,258.5,4637.8,28.3,1,7984981,missense variant,Moderate,19,7984981,3,""
rs2903692,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11144926,intron variant,Modifier,19,2312051804,2,""
rs2910164,406938,MIR146A,Alzheimer's Disease,11556,9,35.3333333333333,291.111111111111,1284,5,160485411,mature miRNA variant,Modifier,8,1005923929,2,""
rs2910164,406938,MIR146A,Multiple Sclerosis,3287,6,21.8333333333333,305.333333333333,547.833333333333,5,160485411,mature miRNA variant,Modifier,8,1005923929,2,""
rs2927437,,"",Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44738381,intergenic variant,,19,2585555409,2,""
rs2927438,,"",Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44738850,intergenic variant,,19,2585555878,2,""
rs2935183,9520,NPEPPS,Multiple Sclerosis,2265,10,39.4,542.9,226.5,17,47530206,intron variant,Modifier,19,2438356928,2,""
rs2942168,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45637484,non coding transcript exon variant,Modifier,19,2436464206,2,""
rs2962508,51520,LARS1,Alzheimer's Disease,10956,10,22.1,559.5,1095.6,5,146158952,intron variant,Modifier,19,991597470,2,""
rs2965101,,"",Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44734556,intergenic variant,,19,2585551584,2,""
rs2965169,602,BCL3,Alzheimer's Disease,3181.5,10,76.9,1095.7,318.15,19,44747899,non coding transcript exon variant,Modifier,19,2585564927,2,""
rs2970332,22800,RRAS2,Parkinson Disease,2532,10,104.4,1413.3,253.2,11,14338889,intron variant,Modifier,19,1760119155,2,""
rs2970848,10891,PPARGC1A,Parkinson Disease,2107,10,86,2313.4,210.7,4,23815404,intron variant,Modifier,19,700080511,2,""
rs3007421,57449,PLEKHG5,Multiple Sclerosis,2061.5,10,35.4,748.9,206.15,1,6470129,intron variant,Modifier,19,6470129,2,""
rs30187,51752,ERAP1,Multiple Sclerosis,2813,8,14.25,589.5,351.625,5,96788627,missense variant,Moderate,19,942227145,3,""
rs3025039,7422,VEGFA,Parkinson Disease,1159,10,112.3,3047.1,115.9,6,43784799,3 prime UTR variant,Modifier,19,1065850064,2,""
rs3025786,5663,PSEN1,Alzheimer's Disease,4991.5,10,45.8,1243.3,499.15,14,73198010,non coding transcript exon variant,Modifier,19,2179980083,2,""
rs305217,5586,PKN2,Multiple Sclerosis,1573,10,35.4,939,157.3,1,88754789,intron variant,Modifier,19,88754789,2,""
rs3130287,7148,TNXB,Multiple Sclerosis,1573,10,35.4,939,157.3,6,32082767,intron variant,Modifier,19,1054148032,2,""
rs3132486,3106,HLA-B,Multiple Sclerosis,2708,6,13.5,869.666666666667,451.333333333333,6,31275393,intron variant,Modifier,19,1053340658,2,""
rs3134954,7148,TNXB,Multiple Sclerosis,1573,10,35.4,939,157.3,6,32104116,intron variant,Modifier,19,1054169381,2,""
rs3135932,3587,IL10RA,Multiple Sclerosis,2126,7,22.2857142857143,641.857142857143,303.714285714286,11,117993348,missense variant,Moderate,19,1863773614,3,""
rs315952,3557,IL1RN,Multiple Sclerosis,1682,10,21.1,745.7,168.2,2,113132727,missense variant,Moderate,19,360551747,3,""
rs3194051,3575,IL7R,Multiple Sclerosis,1250,8,21.25,1352.875,156.25,5,35876172,missense variant,Moderate,19,881314690,3,""
rs3197999,4485,MST1,Multiple Sclerosis,2268,10,25.8,400.3,226.8,3,49684099,missense variant,Moderate,19,530374883,3,""
rs3211892,948,CD36,Alzheimer's Disease,5569,7,23.2857142857143,2110.57142857143,795.571428571429,7,80661053,intron variant,Modifier,19,1265454341,2,""
rs3211956,948,CD36,Alzheimer's Disease,5569,7,23.2857142857143,2110.57142857143,795.571428571429,7,80674446,intron variant,Modifier,19,1265467734,2,""
rs3212366,4157,MC1R,Parkinson Disease,11695.5,10,10,300.3,1169.55,16,89919844,missense variant,Moderate,19,2390826722,3,""
rs3219012,4968,OGG1,Alzheimer's Disease,5595,10,24.6,916.6,559.5,3,9756586,missense variant,Moderate,19,490447370,3,""
rs334558,2932,GSK3B,Alzheimer's Disease,197,10,208.9,3569,19.7,3,120094435,upstream gene variant,Modifier,8,600785219,2,""
rs334558,2932,GSK3B,Parkinson Disease,581,10,222.6,3461.8,58.1,3,120094435,upstream gene variant,Modifier,8,600785219,2,""
rs33932559,4157,MC1R,Parkinson Disease,11695.5,10,10,300.3,1169.55,16,89919617,missense variant,Moderate,19,2390826495,3,""
rs33939927,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40310434,missense variant,Moderate,19,1909151425,3,""
rs33949390,120892,LRRK2,Alzheimer's Disease,746,10,95.8,1281.2,74.6,12,40320043,missense variant,Moderate,8,1909161034,3,""
rs33949390,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40320043,missense variant,Moderate,8,1909161034,3,""
rs34011,2246,FGF1,Alzheimer's Disease,8731,10,26.4,1235.8,873.1,5,142615512,intron variant,Modifier,19,988054030,2,""
rs34015634,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40340380,missense variant,Moderate,19,1909181371,3,""
rs34043159,9448,MAP4K4,Parkinson Disease,4705,10,60.7,1081,470.5,2,101796654,intron variant,Modifier,19,349215674,2,""
rs340635,4299,AFF1,Alzheimer's Disease,7339.5,7,26,1036,1048.5,4,87010252,intron variant,Modifier,19,763275359,2,""
rs34090186,4157,MC1R,Parkinson Disease,11695.5,10,10,300.3,1169.55,16,89919458,missense variant,Moderate,19,2390826336,3,""
rs34097845,4353,MPO,Alzheimer's Disease,5531.5,9,39.3333333333333,1538.11111111111,614.611111111111,17,58281068,upstream gene variant,Modifier,19,2449107790,2,""
rs34286592,4150,MAZ,Multiple Sclerosis,4435,10,25.8,209.2,443.5,16,29809159,intron variant,Modifier,19,2330716037,2,""
rs34410987,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40283897,missense variant,Moderate,19,1909124888,3,""
rs34424986,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,161785820,missense variant,Moderate,19,1183851085,3,""
rs34594498,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40252984,missense variant,Moderate,19,1909093975,3,""
rs34637584,120892,LRRK2,Alzheimer's Disease,746,10,95.8,1281.2,74.6,12,40340400,missense variant,Moderate,8,1909181391,3,""
rs34637584,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40340400,missense variant,Moderate,8,1909181391,3,""
rs34778348,120892,LRRK2,Alzheimer's Disease,746,10,95.8,1281.2,74.6,12,40363526,missense variant,Moderate,8,1909204517,3,""
rs34778348,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40363526,missense variant,Moderate,8,1909204517,3,""
rs34804891,51429,SNX9,Alzheimer's Disease,13367,10,32.5,223,1336.7,6,157844754,intron variant,Modifier,19,1179910019,2,""
rs34874378,5971,RELB,Alzheimer's Disease,2374,10,72,1416.5,237.4,19,45013623,intron variant,Modifier,19,2585830651,2,""
rs34995376,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40310435,missense variant,Moderate,19,1909151426,3,""
rs35035889,6620,SNCB,Parkinson Disease,6465,10,53,691.3,646.5,5,176623953,intron variant,Modifier,19,1022062471,2,""
rs35173587,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40284011,missense variant,Moderate,19,1909125002,3,""
rs35194383,5971,RELB,Alzheimer's Disease,2374,10,72,1416.5,237.4,19,45012792,intron variant,Modifier,19,2585829820,2,""
rs352140,54106,TLR9,Parkinson Disease,13052,10,10.6,300.3,1305.2,3,52222681,synonymous variant,Low,19,532913465,1,""
rs35349669,3635,INPP5D,Alzheimer's Disease,13367,10,32.5,223,1336.7,2,233159830,intron variant,Modifier,19,480578850,2,""
rs35507033,120892,LRRK2,Alzheimer's Disease,746,10,95.8,1281.2,74.6,12,40313976,missense variant,Moderate,8,1909154967,3,""
rs35507033,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40313976,missense variant,Moderate,8,1909154967,3,""
rs356165,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89725735,3 prime UTR variant,Modifier,19,765990842,2,""
rs356168,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89753280,intron variant,Modifier,19,766018387,2,""
rs356169,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89711617,intron variant,Modifier,19,765976724,2,""
rs356174,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89709750,intron variant,Modifier,19,765974857,2,""
rs356180,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89706976,intron variant,Modifier,19,765972083,2,""
rs356181,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89704988,intron variant,Modifier,19,765970095,2,""
rs356182,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89704960,intron variant,Modifier,19,765970067,2,""
rs356186,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89784213,intron variant,Modifier,19,766049320,2,""
rs356188,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89770386,intron variant,Modifier,19,766035493,2,""
rs356200,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89747463,intron variant,Modifier,19,766012570,2,""
rs356203,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89744890,intron variant,Modifier,19,766009997,2,""
rs356204,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89742391,intron variant,Modifier,19,766007498,2,""
rs356219,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89716450,intron variant,Modifier,19,765981557,2,""
rs356220,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89720189,intron variant,Modifier,19,765985296,2,""
rs356221,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89721313,intron variant,Modifier,19,765986420,2,""
rs35658131,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40351723,missense variant,Moderate,19,1909192714,3,""
rs35761398,1269,CNR2,Multiple Sclerosis,1902.5,10,39.4,352.7,190.25,1,23875429,missense variant,Moderate,19,23875429,3,""
rs35801418,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40321114,missense variant,Moderate,19,1909162105,3,""
rs35816125,9388,LIPG,Alzheimer's Disease,13367,10,32.5,223,1336.7,18,49562460,intron variant,Modifier,19,2515093944,2,""
rs35870237,120892,LRRK2,Alzheimer's Disease,746,10,95.8,1281.2,74.6,12,40340404,missense variant,Moderate,8,1909181395,3,""
rs35870237,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40340404,missense variant,Moderate,8,1909181395,3,""
rs35988749,4908,NTF3,Alzheimer's Disease,16388,10,26.2,176.2,1638.8,12,5494484,synonymous variant,Low,19,1874335475,1,""
rs36099249,1303,COL12A1,Alzheimer's Disease,5784,10,45.8,1058.7,578.4,6,75180632,intron variant,Modifier,19,1097245897,2,""
rs363043,6616,SNAP25,Alzheimer's Disease,10297,10,26.2,548.4,1029.7,20,10245498,intron variant,Modifier,19,2602287747,2,""
rs363050,6616,SNAP25,Alzheimer's Disease,10297,10,26.2,548.4,1029.7,20,10253609,intron variant,Modifier,19,2602295858,2,""
rs363236,6571,SLC18A2,Parkinson Disease,12651.5,10,10.6,300.3,1265.15,10,117278860,3 prime UTR variant,Modifier,19,1737012979,2,""
rs365825,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45628235,intron variant,Modifier,19,2436454957,2,""
rs368087026,6573,SLC19A1,Parkinson Disease,1212,10,103.8,1604.4,121.2,21,45530890,missense variant,Moderate,19,2701315769,3,""
rs368134308,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,162443356,missense variant,Moderate,19,1184508621,3,""
rs368243788,8890,EIF2B4,Multiple Sclerosis,3284,10,25.8,209.2,328.4,2,27368724,missense variant,Moderate,19,274787744,3,""
rs370102323,627,BDNF,Parkinson Disease,5838,9,39.5555555555556,2233.55555555556,648.666666666667,11,27658085,synonymous variant,Low,19,1773438351,1,""
rs372072916,274,BIN1,Alzheimer's Disease,2738,10,58.7,768.4,273.8,2,127062167,missense variant,Moderate,19,374481187,3,""
rs3732378,1524,CX3CR1,Multiple Sclerosis,3754,8,8.375,542.875,469.25,3,39265671,missense variant,Moderate,8,519956455,3,""
rs3732378,1524,CX3CR1,Parkinson Disease,8725.5,10,17.7,500.7,872.55,3,39265671,missense variant,Moderate,8,519956455,3,""
rs3732379,1524,CX3CR1,Multiple Sclerosis,3754,8,8.375,542.875,469.25,3,39265765,missense variant,Moderate,8,519956549,3,""
rs3732379,1524,CX3CR1,Parkinson Disease,8725.5,10,17.7,500.7,872.55,3,39265765,missense variant,Moderate,8,519956549,3,""
rs3733980,23286,WWC1,Alzheimer's Disease,15674,10,32.5,223,1567.4,5,168441804,synonymous variant,Low,19,1013880322,1,""
rs3735007,56829,ZC3HAV1,Multiple Sclerosis,3284,10,25.8,209.2,328.4,7,139047751,missense variant,Moderate,19,1323841039,3,""
rs3738136,65018,PINK1,Parkinson Disease,3193,10,44.3,1178.5,319.3,1,20645618,missense variant,Moderate,19,20645618,3,""
rs3740058,23268,DNMBP,Alzheimer's Disease,11337,8,17.5,648.5,1417.125,10,99896225,intron variant,Modifier,19,1719630344,2,""
rs374019283,2177,FANCD2,Alzheimer's Disease,10769,8,20.25,800.625,1346.125,3,10039759,synonymous variant,Low,19,490730543,1,""
rs3740473,9644,SH3PXD2A,Alzheimer's Disease,9688,10,45.8,873.1,968.8,10,103602422,synonymous variant,Low,19,1723336541,1,""
rs3740677,9846,GAB2,Alzheimer's Disease,6937,10,58.7,583.8,693.7,11,78216990,3 prime UTR variant,Modifier,19,1823997256,2,""
rs3741918,2597,GAPDH,Parkinson Disease,4698.5,7,60.5714285714286,802.428571428571,671.214285714286,12,6535090,non coding transcript exon variant,Modifier,19,1875376081,2,""
rs3746319,7767,ZNF224,Alzheimer's Disease,3708,10,41.7,891.7,370.8,19,44108078,missense variant,Moderate,19,2584925106,3,""
rs3746544,6616,SNAP25,Multiple Sclerosis,3185,8,18.125,545.125,398.125,20,10306436,3 prime UTR variant,Modifier,19,2602348685,2,""
rs3748140,79660,PPP1R3B,Alzheimer's Disease,7421,9,22.8888888888889,768.888888888889,824.555555555556,8,9141509,missense variant,Moderate,19,1349244773,3,""
rs3752231,10347,ABCA7,Alzheimer's Disease,9913.5,10,28.4,606.1,991.35,19,1043639,intron variant,Modifier,19,2541860667,2,""
rs3752232,10347,ABCA7,Alzheimer's Disease,7075,10,28.4,606.1,707.5,19,1043749,missense variant,Moderate,19,2541860777,3,""
rs3752241,10347,ABCA7,Alzheimer's Disease,12508,10,28.4,606.1,1250.8,19,1053525,synonymous variant,Low,19,2541870553,1,""
rs3752246,10347,ABCA7,Alzheimer's Disease,7075,10,28.4,606.1,707.5,19,1056493,missense variant,Moderate,19,2541873521,3,""
rs3754048,51107,APH1A,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,1,150269789,intron variant,Modifier,19,150269789,2,""
rs3755166,4036,LRP2,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,2,169363371,upstream gene variant,Modifier,19,416782391,2,""
rs375570126,6609,SMPD1,Parkinson Disease,2473,10,86.7,926.9,247.3,11,6394482,missense variant,Moderate,19,1752174748,3,""
rs3756063,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89836243,intron variant,Modifier,19,766101350,2,""
rs3758505,3416,IDE,Alzheimer's Disease,9164.5,9,22.8888888888889,954.777777777778,1018.27777777778,10,92575021,upstream gene variant,Modifier,19,1712309140,2,""
rs3761740,3156,HMGCR,Alzheimer's Disease,7828.5,9,28.2222222222222,1249.55555555556,869.833333333333,5,75336308,intron variant,Modifier,19,920774826,2,""
rs3761847,7185,TRAF1,Multiple Sclerosis,3296.5,8,14.25,784,412.0625,9,120927961,intron variant,Modifier,19,1603644048,2,""
rs3764435,216,ALDH1A1,Parkinson Disease,6791,10,53,708.8,679.1,9,72901960,intron variant,Modifier,19,1555618047,2,""
rs3764650,10347,ABCA7,Alzheimer's Disease,9913.5,10,28.4,606.1,991.35,19,1046521,intron variant,Modifier,19,2541863549,2,""
rs3765728,7161,TP73,Alzheimer's Disease,8731,10,26.4,1235.8,873.1,1,3690286,intron variant,Modifier,19,3690286,2,""
rs3772715,27074,LAMP3,Parkinson Disease,6791,10,53,708.8,679.1,3,183131776,intron variant,Modifier,19,663822560,2,""
rs377498269,6653,SORL1,Alzheimer's Disease,1450,10,77.1,1152.4,145,11,121558698,missense variant,Moderate,19,1867338964,3,""
rs3775423,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89736340,intron variant,Modifier,19,766001447,2,""
rs3775439,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89788590,intron variant,Modifier,19,766053697,2,""
rs3775442,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89794080,intron variant,Modifier,19,766059187,2,""
rs3775444,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89805385,intron variant,Modifier,19,766070492,2,""
rs377591051,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,162262651,missense variant,Moderate,19,1184327916,3,""
rs3781239,3416,IDE,Alzheimer's Disease,9164.5,9,22.8888888888889,954.777777777778,1018.27777777778,10,92458040,intron variant,Modifier,19,1712192159,2,""
rs3781834,6653,SORL1,Alzheimer's Disease,3418,10,77.1,1152.4,341.8,11,121575231,intron variant,Modifier,19,1867355497,2,""
rs3784847,1006,CDH8,Parkinson Disease,4452,6,25.6666666666667,1701.33333333333,742,16,61943545,intron variant,Modifier,19,2362850423,2,""
rs3785880,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45916010,intron variant,Modifier,19,2436742732,2,""
rs3785883,4137,MAPT,Alzheimer's Disease,5642,9,50.6666666666667,953.333333333333,626.888888888889,17,45977067,non coding transcript exon variant,Modifier,8,2436803789,2,""
rs3785883,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45977067,non coding transcript exon variant,Modifier,8,2436803789,2,""
rs3794087,6506,SLC1A2,Parkinson Disease,4437,10,70,899.8,443.7,11,35308068,intron variant,Modifier,19,1781088334,2,""
rs3795065,10347,ABCA7,Alzheimer's Disease,9913.5,10,28.4,606.1,991.35,19,1039445,upstream gene variant,Modifier,19,2541856473,2,""
rs3796529,5978,REST,Alzheimer's Disease,10564.5,10,32.5,223,1056.45,4,56931248,missense variant,Moderate,19,733196355,3,""
rs3796661,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89766356,intron variant,Modifier,19,766031463,2,""
rs3807306,3663,IRF5,Multiple Sclerosis,3019.5,10,39.4,352.7,301.95,7,128940626,intron variant,Modifier,19,1313733914,2,""
rs3820198,7804,LRP8,Parkinson Disease,5057,10,51.4,732.6,505.7,1,53326979,missense variant,Moderate,19,53326979,3,""
rs3822086,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89743643,intron variant,Modifier,19,766008750,2,""
rs382216,56990,CDC42SE2,Alzheimer's Disease,13367,10,32.5,223,1336.7,5,131351444,intron variant,Modifier,19,976789962,2,""
